,CN_PPI,CN_IP,CN_EX_YoY,US_PPI,US_IP,EA_PPI,EA_IP,EA_EX_YoY,JP_PPI,JP_IP,JP_EX_YoY,KR_PPI,KR_IP,KR_EX_YoY
2017-07-18,,,-0.5044768633929775,,,,,1.4635001314521112,,,-0.45373665480427094,,,-1.753879781420764
2017-07-19,,,-0.6957519416333269,,,,,1.3284067915896758,,,-1.3678079774091079,,,-2.2919095765971065
2017-07-20,,,-0.6089668157213457,,,,,2.348904724201639,,,-1.4472290857747816,,,-2.4789864782555737
2017-07-21,,,-0.48827119641149386,,,,,2.814043754410722,,,-1.784452296819783,,,-3.0865696494544848
2017-07-24,,,-0.7383438740991344,,,,,2.0422473485844472,,,-1.9244350282485945,,,-3.6946089663222548
2017-07-25,,,-0.7995414394685318,,,,,2.281502281502279,,,-2.217353198948291,,,-3.1919226935910205
2017-07-26,,,-0.7291329785670153,,,,,2.070902070902081,,,-1.7356241234221637,,,-2.748510027406792
2017-07-27,,,-0.8822232024702337,,,,,1.9772528433945613,,,-2.2591943957968486,,,-3.0160980318829633
2017-07-28,,,-0.741177337360932,,,,,3.0058715274734915,,,-2.0496510292428605,,,-1.4784946236559127
2017-07-31,,,-0.8625138223368856,,,,,3.8735177865612647,,,-2.6545550754034752,,,-1.3506621410105502
2017-08-01,6.3,106.0,-0.8429164021788949,2.5385312783318126,0.8523014668689877,2.63157894736842,,3.0300384212364584,2.47659297272757,3.180929335988325,-2.0681697141842648,4.040718811675492,3.25505475989898,-0.5940822316211403
2017-08-02,,,-0.7238883143743546,,,,,3.4088927637314637,,,-2.066335579992906,,,-0.5488853813822359
2017-08-03,,,-0.4462498702762052,,,,,2.6083952323372017,,,-1.58191080525516,,,0.35952976354687305
2017-08-04,,,-0.354016382515443,,,,,2.048966834519894,,,-0.9036414064596876,,,0.45417304883694776
2017-08-07,,,-0.5372206600562368,,,,,1.3237063778580138,,,-0.8237822349570267,,,0.5906653461459577
2017-08-08,,,-0.9074383340969217,,,,,0.5920205920205923,,,-0.3957546321280869,,,0.7275363096995724
2017-08-09,,,-1.1379800853485111,,,,,0.9104964782683522,,,-0.9540954095409448,,,2.2328562963495058
2017-08-10,,,-1.5334469219942304,,,,,0.8150308853809296,,,-1.9718562337545875,,,2.4475837496195085
2017-08-11,,,-1.3593958240781912,,,,,1.5388583218707064,,,-2.7118644067796516,,,2.1301531634697835
2017-08-14,,,-1.060673490580022,,,,,1.11530542210021,,,-1.917219136355497,,,1.9791059498722063
2017-08-15,,,-0.7674950268697578,,,,,-0.15313935681470214,,,-0.40588076125191996,,,1.246555921140624
2017-08-16,,,-0.5056513979773913,,,,,-1.0400811770674978,,,0.38050371444102726,,,1.41639776799245
2017-08-17,,,-0.655054339734995,,,,,-0.5339435545385185,,,-0.4078673071694072,,,1.5288692254859182
2017-08-18,,,-0.7440476190476164,,,,,-0.9527021330410501,,,-1.0051616408584763,,,1.6298872096651928
2017-08-21,,,-0.7743857036485391,,,,,-0.5555555555555536,,,-1.1169633127497303,,,0.8344195862484804
2017-08-22,,,-0.9989297181591139,,,,,0.06806193636208491,,,-1.2278801011195384,,,0.33421393237709207
2017-08-23,,,-0.9493058758760164,,,,,0.11876484560569,,,-1.4626218851571005,,,0.1064405396535184
